From,Subject,Body,X-FileName,IsPhishing 
"""service@paypal.com"" <service@paypal.com>",New email address added to your PayPal account ! ,None,None,1
"""Strategic Forecasting, Inc."" <noreply@stratfor.com>",Stratfor Geopolitical Intelligence Report,"{'060822': 1, '100': 1, '185': 1, '2006': 3, '216': 1, 'abandoning': 1, 'abdel': 1, 'absent': 1, 'abu': 1, 'accept': 1, 'acceptable': 2, 'accommodating': 1, 'accommodation': 2, 'accurate': 1, 'achieve': 1, 'achieved': 1, 'achievement': 1, 'act': 2, 'action': 1, 'active': 1, 'add': 1, 'ahead': 1, 'air': 2, 'airstrikes': 1, 'akin': 1, 'al': 4, 'allow': 1, 'alternatives': 1, 'altogether': 1, 'american': 7, 'americans': 14, 'analysis': 2, 'angry': 1, 'announcement': 1, 'anticipated': 1, 'anxious': 1, 'apart': 2, 'apparent': 1, 'appear': 2, 'appeared': 3, 'appears': 1, 'arab': 1, 'arabia': 4, 'arabian': 4, 'areas': 2, 'army': 5, 'arrived': 1, 'article': 1, 'aspect': 1, 'assertive': 1, 'assume': 1, 'assumed': 1, 'assuming': 1, 'assumption': 1, 'assure': 1, 'attempts': 1, 'attention': 1, 'attractive': 2, 'attribution': 1, 'available': 1, 'away': 1, 'aziz': 1, 'background': 1, 'baghdad': 1, 'balance': 1, 'basic': 1, 'basra': 2, 'begin': 1, 'believe': 1, 'believed': 1, 'believes': 1, 'better': 2, 'blame': 1, 'block': 1, 'blow': 2, 'break': 2, 'brigades': 2, 'bring': 1, 'buildup': 2, 'bulk': 1, 'bush': 8, 'calling': 1, 'came': 1, 'capability': 1, 'capable': 1, 'capture': 2, 'cards': 1, 'carefully': 1, 'carry': 1, 'case': 1, 'casualties': 2, 'causes': 1, 'cedes': 2, 'certain': 1, 'certainly': 2, 'change': 1, 'chaos': 3, 'choice': 2, 'choices': 3, 'choosing': 1, 'circumstances': 1, 'city': 1, 'civil': 4, 'civilian': 2, 'civilians': 1, 'clear': 4, 'clearly': 2, 'clever': 1, 'coalition': 3, 'coherence': 1, 'collapse': 1, 'collapsed': 1, 'com': 7, 'combat': 2, 'combined': 1, 'come': 1, 'commenced': 1, 'comments': 1, 'commercial': 1, 'committed': 1, 'community': 1, 'completely': 2, 'complex': 3, 'concept': 1, 'concerning': 2, 'concerns': 1, 'conflict': 4, 'consequences': 1, 'consider': 2, 'contact': 1, 'contain': 1, 'contained': 1, 'containing': 1, 'continue': 3, 'control': 3, 'cooperation': 1, 'cops': 2, 'copy': 1, 'core': 1, 'correct': 1, 'council': 1, 'counter': 1, 'counterinsurgency': 5, 'counting': 2, 'countries': 2, 'counts': 1, 'course': 1, 'create': 2, 'created': 1, 'creating': 1, 'crisis': 1, 'crushed': 1, 'current': 1, 'cycle': 1, 'cycles': 1, 'dangerous': 1, 'day': 1, 'deal': 5, 'dealt': 1, 'death': 2, 'debate': 2, 'decision': 1, 'defeat': 3, 'defeated': 1, 'defending': 1, 'degree': 2, 'department': 1, 'deploy': 1, 'deployed': 2, 'destabilize': 1, 'destroy': 1, 'destruction': 1, 'did': 3, 'didn': 1, 'different': 1, 'difficult': 3, 'difficulty': 1, 'dilemma': 2, 'discussion': 1, 'dismemberment': 1, 'distinguish': 1, 'distributed': 1, 'distribution': 2, 'does': 2, 'doing': 2, 'dominant': 1, 'dominate': 1, 'dominated': 4, 'domination': 1, 'download': 1, 'drain': 1, 'drawing': 1, 'driving': 1, 'dwarf': 1, 'dynamics': 1, 'east': 2, 'election': 1, 'emails': 1, 'embraced': 2, 'eminence': 1, 'empower': 1, 'encapsulated': 1, 'encouraged': 2, 'end': 2, 'enemy': 4, 'engage': 1, 'engaging': 1, 'enormously': 1, 'entered': 1, 'entire': 2, 'escalation': 1, 'evaporated': 1, 'events': 1, 'eventually': 1, 'example': 1, 'excluding': 1, 'exhausted': 2, 'exist': 1, 'expansion': 1, 'expectations': 3, 'expected': 2, 'expedient': 1, 'expensive': 1, 'experience': 1, 'exposed': 1, 'extensive': 1, 'eyes': 1, 'faced': 1, 'facing': 4, 'fact': 2, 'factions': 2, 'factor': 1, 'failure': 1, 'fall': 1, 'far': 4, 'fearing': 2, 'fell': 1, 'felt': 3, 'fields': 1, 'fight': 3, 'fighting': 4, 'figure': 1, 'floundered': 1, 'following': 2, 'follows': 1, 'force': 11, 'forces': 12, 'forcing': 1, 'forecasting': 2, 'formed': 1, 'forwarded': 1, 'free': 3, 'frequently': 1, 'friedman': 1, 'friendly': 1, 'fully': 1, 'functioning': 1, 'fundamental': 1, 'future': 1, 'gaza': 1, 'geared': 1, 'generally': 2, 'generation': 1, 'geopolitical': 1, 'geopolitics': 3, 'george': 2, 'gibberish': 1, 'gir': 3, 'givati': 1, 'given': 2, 'goal': 3, 'going': 1, 'golani': 1, 'golden': 1, 'good': 1, 'governed': 1, 'government': 8, 'graceful': 1, 'ground': 2, 'groups': 1, 'gulf': 6, 'haifa': 2, 'hakim': 1, 'halt': 1, 'hand': 1, 'hands': 1, 'happened': 1, 'hardly': 1, 'hate': 1, 'having': 1, 'head': 1, 'hegemon': 1, 'hegemony': 3, 'held': 1, 'hezbollah': 12, 'highly': 2, 'hit': 1, 'hold': 1, 'holding': 1, 'home': 1, 'hope': 1, 'hostile': 1, 'https': 2, 'hussein': 4, 'idea': 1, 'ideological': 1, 'ignited': 1, 'imagine': 1, 'immediate': 1, 'implies': 1, 'important': 2, 'impose': 1, 'impotent': 1, 'inaccurate': 1, 'incapable': 1, 'incentive': 1, 'incidents': 1, 'inclination': 1, 'included': 2, 'including': 2, 'increase': 1, 'indecisive': 1, 'indefinitely': 2, 'index': 1, 'influence': 1, 'information': 1, 'insightful': 1, 'insists': 1, 'instead': 1, 'insurgencies': 1, 'insurgency': 1, 'insurgents': 3, 'intelligence': 2, 'intend': 1, 'intended': 1, 'intention': 1, 'intentions': 1, 'interests': 2, 'internal': 1, 'internet': 1, 'interval': 1, 'invade': 1, 'invasion': 2, 'iran': 24, 'iranian': 7, 'iranians': 13, 'iraq': 40, 'iraqi': 5, 'irrelevant': 1, 'islamic': 1, 'isn': 1, 'israel': 5, 'israeli': 3, 'israelis': 2, 'june': 1, 'key': 2, 'kurds': 1, 'kuwait': 5, 'large': 2, 'larger': 1, 'largest': 1, 'launch': 1, 'leading': 3, 'leave': 1, 'leaving': 1, 'lebanon': 5, 'let': 1, 'like': 3, 'line': 1, 'little': 2, 'littoral': 1, 'live': 2, 'logging': 1, 'long': 1, 'longer': 1, 'look': 2, 'lurid': 1, 'mailed': 1, 'mails': 1, 'maintain': 1, 'maintaining': 1, 'major': 1, 'maneuvered': 1, 'maneuvering': 1, 'manned': 1, 'manner': 1, 'massive': 2, 'matrix': 1, 'matters': 1, 'measure': 1, 'media': 1, 'mehdi': 1, 'message': 1, 'middle': 2, 'mildly': 1, 'militarily': 2, 'military': 16, 'militia': 1, 'minimal': 1, 'months': 1, 'motivations': 2, 'moved': 1, 'moves': 1, 'multi': 1, 'muqtada': 1, 'musab': 1, 'muslim': 2, 'muslims': 1, 'national': 1, 'near': 1, 'nearly': 1, 'necessary': 1, 'needed': 1, 'negotiate': 1, 'negotiations': 2, 'neutral': 4, 'new': 4, 'newly': 1, 'nights': 1, 'nuclear': 1, 'numbers': 2, 'numerically': 1, 'numerous': 1, 'obvious': 1, 'occasional': 1, 'occupation': 2, 'occurred': 1, 'offensive': 5, 'offered': 1, 'offers': 1, 'oil': 2, 'ongoing': 1, 'open': 1, 'operations': 12, 'opinion': 1, 'opportunities': 1, 'opportunity': 1, 'option': 1, 'options': 3, 'order': 1, 'organizations': 1, 'outbreak': 1, 'outmaneuver': 1, 'overwhelming': 2, 'overwhelmingly': 2, 'park': 1, 'parties': 1, 'partnership': 1, 'peninsula': 5, 'people': 1, 'permit': 1, 'persian': 5, 'perspective': 1, 'php': 2, 'planned': 3, 'playing': 1, 'point': 3, 'police': 3, 'policeman': 1, 'policy': 3, 'political': 13, 'politically': 1, 'politics': 2, 'populace': 1, 'populated': 2, 'population': 3, 'populations': 2, 'position': 5, 'positioning': 1, 'positions': 1, 'possibility': 2, 'possible': 1, 'postures': 1, 'potentially': 1, 'power': 5, 'powerful': 1, 'pr': 1, 'pre': 1, 'predictable': 1, 'premium': 2, 'prepared': 1, 'presence': 2, 'president': 1, 'problem': 2, 'process': 2, 'promise': 1, 'pronged': 2, 'protect': 1, 'protection': 1, 'provoking': 1, 'proxies': 1, 'psychological': 3, 'psychologically': 1, 'purpose': 1, 'qaeda': 1, 'questions': 1, 'quiescent': 1, 'quo': 1, 'raise': 1, 'rates': 1, 'rationalize': 1, 'reach': 1, 'readily': 1, 'ready': 3, 'real': 1, 'realignment': 1, 'realistic': 1, 'realization': 1, 'realize': 1, 'realized': 1, 'reasoning': 1, 'reasons': 1, 'receive': 1, 'receiving': 1, 'recent': 1, 'redefine': 1, 'redefined': 1, 'redefining': 3, 'redefinition': 1, 'redeploy': 1, 'reduce': 1, 'region': 11, 'regional': 2, 'regions': 1, 'register': 1, 'regular': 2, 'relies': 1, 'remain': 2, 'remembering': 1, 'rendered': 1, 'report': 3, 'reports': 1, 'reposition': 1, 'repositioned': 1, 'repositioning': 1, 'represents': 1, 'reprints': 1, 'republication': 1, 'republished': 1, 'requests': 1, 'require': 1, 'requires': 1, 'reserved': 1, 'reserves': 1, 'residents': 1, 'resist': 1, 'resolution': 2, 'response': 2, 'rest': 1, 'rests': 1, 'result': 2, 'review': 1, 'revivifying': 1, 'revolution': 1, 'rhetoric': 1, 'rights': 1, 'rise': 2, 'risky': 1, 'road': 1, 'rockets': 1, 'role': 1, 'root': 1, 'routine': 1, 'saddam': 1, 'sadr': 1, 'said': 1, 'satellite': 3, 'saturday': 1, 'saudi': 4, 'saudis': 2, 'save': 1, 'saw': 4, 'say': 1, 'sciri': 2, 'second': 3, 'sectarian': 1, 'security': 1, 'seeing': 1, 'seen': 1, 'seize': 1, 'semantic': 1, 'send': 2, 'sentiment': 1, 'september': 1, 'series': 2, 'service': 1, 'set': 4, 'settlement': 5, 'shaken': 1, 'shi': 1, 'shia': 14, 'shifted': 1, 'shifting': 1, 'shiite': 18, 'sided': 2, 'sides': 1, 'sign': 2, 'significant': 2, 'silly': 1, 'simplistic': 1, 'simply': 9, 'simultaneously': 1, 'situation': 4, 'sobering': 1, 'soldier': 1, 'soldiers': 1, 'solely': 1, 'solution': 2, 'somewhat': 1, 'sought': 2, 'south': 3, 'southern': 2, 'speaking': 1, 'spring': 1, 'squads': 1, 'squeezed': 1, 'stabilize': 1, 'stage': 2, 'start': 1, 'state': 1, 'states': 13, 'status': 2, 'strategic': 2, 'stratfor': 11, 'strictly': 1, 'strike': 2, 'struck': 2, 'struggle': 1, 'struggles': 1, 'subject': 1, 'submit': 1, 'subscription': 1, 'subscriptions': 1, 'substantial': 1, 'successor': 1, 'sudden': 1, 'suddenly': 1, 'sufficiently': 1, 'sunni': 5, 'sunnis': 11, 'sunrise': 1, 'supposed': 1, 'supreme': 1, 'sustain': 2, 'swing': 1, 'syrian': 1, 'taking': 1, 'tehran': 3, 'tempo': 1, 'term': 1, 'theoretically': 1, 'theories': 1, 'thing': 2, 'think': 1, 'thought': 1, 'threshold': 1, 'time': 2, 'timely': 1, 'traction': 1, 'train': 1, 'transit': 1, 'translate': 1, 'trap': 1, 'traveled': 1, 'trigger': 1, 'triggered': 1, 'triumphant': 1, 'troops': 6, 'trust': 1, 'try': 1, 'trying': 3, 'turned': 1, 'twilight': 2, 'ultimately': 1, 'uncontainable': 1, 'understand': 3, 'understandable': 1, 'understanding': 1, 'undertaking': 1, 'undoubtedly': 1, 'uneasy': 1, 'united': 14, 'unlike': 1, 'unrest': 1, 'unsubscribe': 2, 'unwound': 1, 'update': 1, 'use': 1, 'variety': 1, 'versus': 1, 'victory': 1, 'vietnam': 1, 'view': 4, 'violence': 2, 'waged': 1, 'wait': 1, 'walked': 1, 'wanted': 1, 'war': 8, 'warfare': 2, 'wary': 1, 'wasn': 1, 'way': 2, 'weak': 1, 'weekly': 1, 'welcomed': 1, 'went': 2, 'west': 1, 'western': 1, 'whip': 1, 'wind': 1, 'wish': 1, 'withdraw': 3, 'withdrawal': 3, 'withdrawing': 2, 'withdrawn': 1, 'words': 2, 'world': 4, 'wrong': 2, 'www': 4, 'years': 2, 'york': 3, 'zarqawi': 1}",None,1
"""eBay Member: elvis191 "" <member@ebay.com>",Question for item #250025036915 DELL Inspiron 9400 E1705 DUO 1.83 1GB 100GB GO 7800 256,"{'000000': 2, '003399': 14, '05': 1, '06': 2, '10': 6, '100': 24, '100gb': 1, '10pt': 1, '120': 1, '14': 2, '14pt': 1, '15': 1, '185': 1, '188': 2, '1gb': 2, '1px': 12, '20': 6, '2006': 3, '2145': 1, '2377': 1, '25': 6, '250001996470': 3, '2537271778': 1, '256': 2, '27': 2, '2f': 2, '2px': 2, '32': 1, '35': 1, '3f': 13, '49': 1, '4px': 3, '57': 1, '666666': 2, '6b7b91': 4, '7800': 2, '83': 2, '84': 1, '8px': 1, '9400': 2, '99': 2, '_blank': 15, 'aaq': 2, 'absmiddle': 1, 'accordance': 1, 'active': 1, 'address': 1, 'adme': 2, 'agreement': 2, 'align': 8, 'alt': 4, 'amazing': 1, 'amp': 11, 'arial': 29, 'avenue': 1, 'aw': 30, 'behalf': 1, 'bgcolor': 19, 'block': 1, 'bodyfonfiltered': 1, 'bold': 2, 'border': 39, 'br': 17, 'brands': 1, 'btnrespondnow': 1, 'burliss': 1, 'buttons': 1, 'buy': 2, 'c6c6c6': 5, 'c9d2dc': 1, 'ca': 1, 'cad2dd': 3, 'cecee3': 1, 'cellpadding': 24, 'cellspacing': 24, 'center': 2, 'cgi': 2, 'cgi1': 1, 'cgi4': 1, 'change': 1, 'class': 2, 'color': 12, 'colspan': 11, 'com': 48, 'communication': 1, 'community': 1, 'complete': 1, 'compose': 1, 'confidence': 1, 'ct': 1, 'date': 1, 'decoration': 1, 'dell': 2, 'denmav': 2, 'designated': 1, 'details': 1, 'did': 1, 'directly': 1, 'dll': 5, 'dllupdates': 3, 'does': 1, 'duo': 2, 'e0e0e0': 4, 'e1705': 2, 'e2e0e0': 2, 'ebay': 43, 'ebay_95x39': 1, 'ebayisapi': 5, 'ebaystatic': 29, 'education': 2, 'eeeeee': 3, 'email': 7, 'emaildate': 1, 'emails': 2, 'emailtext': 1, 'emailtype': 1, 'end': 1, 'exact': 1, 'f384': 1, 'f4f4f4': 1, 'face': 29, 'fake': 1, 'family': 2, 'feedback': 3, 'ffcc00': 4, 'ffe680': 1, 'ffffff': 3, 'font': 92, 'format': 1, 'fraudulent': 1, 'gif': 29, 'globalassets': 2, 'gobot': 2, 'gray': 1, 'h1': 2, 'hamilton': 1, 'height': 31, 'hello': 1, 'help': 8, 'helvetica': 1, 'href': 5, 'html': 10, 'http': 48, 'icon': 1, 'iconredstar_25x25': 1, 'img': 29, 'imgshield_25x25': 1, 'imgtabcorner_25x25': 1, 'inappropriate': 1, 'include': 1, 'included': 1, 'inspiron': 2, 'iroc': 1, 'iroc92': 1, 'isnt': 1, 'item': 8, 'jose': 1, 'jun': 2, 'land': 3, 'laptop': 1, 'learn': 3, 'left': 7, 'listing': 2, 'located': 1, 'location': 1, 'logo': 1, 'logos': 1, 'ltcurve': 1, 'mail': 1, 'make': 1, 'margin': 2, 'marketplace': 2, 'member': 2, 'message': 4, 'messages': 2, 'misuse': 1, 'n100gb': 1, 'n92': 1, 'n95125': 1, 'n_': 3, 'nable': 1, 'naddress': 1, 'nagreement': 2, 'nalign': 1, 'nand': 1, 'narial': 1, 'nbehalf': 1, 'nborder': 5, 'nbsp': 6, 'nbuyer': 1, 'ncolor': 7, 'ndirectly': 1, 'nebay': 1, 'nface': 1, 'ngename': 1, 'ngo': 1, 'nheight': 1, 'nhref': 10, 'ninclude': 1, 'nlike': 1, 'nmarketplace': 1, 'nme': 1, 'nmember': 2, 'nmessage': 1, 'nnotice': 1, 'nnumber': 1, 'nopyright': 1, 'notification': 1, 'nowrap': 11, 'npdt': 1, 'nprice': 1, 'nrespond': 1, 'nshow': 1, 'nshowlinkwarning': 1, 'nspoof': 1, 'nsrc': 10, 'nstyle': 1, 'ntarget': 4, 'nthank': 1, 'nthe': 1, 'ntype': 1, 'numbers': 1, 'nwidth': 5, 'nyou': 1, 'offer': 1, 'onclick': 3, 'optinloginshow': 1, 'originated': 1, 'outside': 1, 'owners': 1, 'padding': 1, 'pages': 10, 'pics': 58, 'pierce': 1, 'platform': 1, 'policies': 6, 'policy': 7, 'positive': 1, 'potential': 1, 'preferences': 1, 'privacy': 5, 'property': 1, 'protect': 2, 'question': 3, 'questions': 1, 'receive': 1, 'registered': 3, 'remember': 1, 'reporteduserid': 1, 'reportemailabuseshow': 1, 'reporteruserid': 1, 'reporting': 2, 'reserved': 1, 'respective': 1, 'respond': 2, 'responses': 2, 'return': 3, 'rfe': 1, 'right': 7, 'rights': 1, 'rtcurve': 1, 'ru': 3, 'saddle': 2, 'safely': 1, 'safer': 2, 'safety': 2, 'san': 1, 'sans': 4, 'sectiontitle': 1, 'securitycenter': 4, 'sell': 1, 'seller': 1, 'selling_safely': 1, 'sent': 5, 'serif': 4, 'showlinkwarning': 2, 'signin': 3, 'size': 31, 'solid': 15, 'spacer': 2, 'span': 2, 'spooftutorial': 2, 'src': 19, 'sspa': 1, 'sspagena': 1, 'states': 1, 'style': 6, 'table': 49, 'target': 11, 'tbody': 50, 'td': 162, 'tell': 1, 'text': 2, 'thank': 1, 'tip': 2, 'title': 2, 'tr': 112, 'trackid': 1, 'trade': 1, 'trademarks': 3, 'trading': 1, 'transactions': 2, 'trlbch': 6, 'tuesday': 1, 'united': 1, 'unsafe': 1, 'unwelcome': 1, 'url': 1, 'user': 4, 'userid': 3, 'using': 1, 'valign': 14, 'verdana': 29, 'viewfeedback': 2, 'viewitem': 1, 'violate': 1, 'way': 1, 'weight': 2, 'white': 2, 'width': 52, 'winning': 1, 'ws': 4, 'www': 4, 'xa9': 1, 'yahoo': 1, 'ym': 1}",None,1
FIFTH THIRD bank <custservice-ref-14265914.cust@53.com>,Customer service: your account in Fifth Third Bank,"{'abstinent': 1, 'acquiescent': 1, 'adduce': 1, 'adieu': 1, 'admiral': 1, 'adroit': 1, 'aerial': 1, 'afar': 1, 'age': 1, 'aileron': 1, 'ajar': 1, 'alba': 1, 'allotted': 1, 'allotting': 1, 'alluviummarsvale': 1, 'alumna': 1, 'amalgam': 1, 'anastomotic': 1, 'aniseikonicgoalpawn': 1, 'arcade': 1, 'arcing': 1, 'arid': 1, 'arrow': 1, 'arsenide': 1, 'aspdell': 1, 'astoria': 1, 'audubon': 1, 'auschwitz': 1, 'babble': 1, 'babyhooddrink': 1, 'bake': 1, 'baledeckrole': 1, 'bankruptcy': 1, 'baseboardwae': 1, 'bassply': 1, 'bast': 1, 'bay': 1, 'baynull': 1, 'beak': 1, 'beam': 1, 'bean': 1, 'bedford': 1, 'beef': 1, 'befoul': 1, 'beloitanna': 1, 'betony': 1, 'biddewylead': 1, 'bilingual': 1, 'bilkgold': 1, 'bimonthly': 1, 'binweem': 1, 'birch': 1, 'bismark': 1, 'bitave': 1, 'blitz': 1, 'boeotiadear': 1, 'boerhog': 1, 'bogus': 1, 'bole': 1, 'bolt': 1, 'bon': 1, 'bondsmen': 1, 'bop': 1, 'botch': 2, 'bow': 2, 'box': 1, 'brassiere': 1, 'bray': 1, 'brownie': 1, 'brownishmum': 1, 'brussels': 1, 'bub': 1, 'buckmake': 1, 'bulldoz': 1, 'burn': 1, 'burrstem': 1, 'burryelk': 1, 'butt': 1, 'buttonweed': 1, 'cajole': 1, 'cancelled': 1, 'cannerymagiffy': 1, 'cannibali': 1, 'captive': 1, 'carbon': 1, 'carcinogen': 1, 'carmen': 1, 'caterpillarsaga': 1, 'caul': 1, 'cauliflower': 1, 'caulk': 1, 'cavernous': 1, 'celluloid': 1, 'changeable': 1, 'chap': 1, 'charisma': 1, 'chiefdom': 1, 'chinaman': 1, 'chit': 1, 'chloridebeckman': 1, 'choosy': 1, 'circulant': 1, 'clan': 1, 'clenchbuffalous': 1, 'cleveland': 1, 'cliche': 1, 'closure': 1, 'coin': 1, 'colorado': 1, 'committedwith': 1, 'compassionate': 1, 'concomitant': 1, 'conscriptbackwateraunt': 1, 'consolidate': 1, 'cool': 1, 'copra': 1, 'cor': 1, 'corpsmenpomp': 1, 'costajimmy': 1, 'covert': 1, 'crab': 1, 'crabdene': 1, 'crud': 1, 'dairylea': 1, 'day': 1, 'ddorp': 1, 'declaim': 1, 'delmarva': 1, 'dentsure': 1, 'detector': 1, 'detergent': 1, 'dewy': 1, 'dia': 1, 'dickcissel': 1, 'diet': 1, 'difficulty': 1, 'discussant': 1, 'dock': 1, 'doctrine': 1, 'doltsera': 1, 'drabwaft': 1, 'drink': 1, 'duct': 1, 'dude': 1, 'ell': 1, 'etat': 1, 'fadliarball': 1, 'fail': 1, 'fend': 1, 'fin': 1, 'fine': 2, 'fixbat': 1, 'flea': 1, 'flue': 1, 'fluetopidump': 1, 'fog': 1, 'gaffzest': 1, 'gain': 1, 'gamy': 1, 'geecopperas': 1, 'gig': 1, 'glibgage': 1, 'goad': 1, 'goof': 1, 'gothspit': 1, 'hardbow': 1, 'help': 1, 'hi': 1, 'hirerung': 1, 'hole': 1, 'hulljot': 1, 'hum': 1, 'ice': 1, 'iffyciaothee': 1, 'japana': 1, 'jinnlimb': 1, 'joe': 1, 'jokepomp': 1, 'kern': 1, 'kink': 1, 'kist': 1, 'lace': 1, 'lake': 1, 'leftbus': 1, 'lent': 1, 'lett': 1, 'link': 1, 'lull': 1, 'manx': 1, 'mark': 2, 'mat': 3, 'menu': 1, 'mistfact': 1, 'moo': 1, 'mora': 1, 'mug': 1, 'murk': 1, 'nab': 2, 'nosy': 1, 'oft': 1, 'oleofish': 1, 'omen': 1, 'oven': 1, 'pace': 1, 'pile': 1, 'pine': 2, 'pink': 1, 'pip': 1, 'poll': 1, 'pre': 1, 'prep': 1, 'prepquay': 1, 'rawbale': 1, 'reed': 1, 'repcite': 1, 'rim': 2, 'ring': 1, 'roan': 1, 'roarpump': 1, 'rubkeel': 1, 'ruin': 1, 'rum': 1, 'seeandes': 1, 'shipbay': 1, 'shotadvocatehow': 1, 'sign': 1, 'sink': 1, 'smit': 1, 'snafu': 1, 'snub': 1, 'son': 1, 'soul': 1, 'taxi': 1, 'till': 1, 'tiretent': 1, 'toil': 1, 'tossup': 1, 'touchonhilt': 1, 'tune': 1, 'turk': 1, 'twinbunt': 1, 'type': 1, 'upcancel': 1, 'uva': 1, 'uvae': 1, 'vallytiny': 1, 'vanity': 1, 'veil': 1, 'veto': 1, 'vox': 1, 'wadi': 1, 'waifconscientious': 1, 'wasp': 1, 'wecatcall': 1, 'weed': 1, 'weir': 1, 'went': 1, 'wet': 1, 'whew': 1, 'whir': 1, 'wickscab': 1, 'wilebray': 1, 'willsuckgaby': 1, 'wormpair': 1, 'yarlspan': 1, 'yawl': 1, 'yell': 1, 'yirr': 1, 'yock': 1, 'zalotrash': 1, 'zero': 1}",None,1
"""Commonwealth Bank of Australia."" <illdoo@aol.com>",Urgent Security Notification from Commonwealth Bank of Australia.,"{'839ddf01': 1, 'account': 1, 'apologize': 1, 'au': 1, 'australia': 3, 'bank': 4, 'banking': 2, 'bankmain': 1, 'begin': 1, 'clicking': 1, 'clients': 1, 'com': 2, 'commbank': 1, 'commonwealth': 5, 'confirmation': 1, 'cooperation': 1, 'customer': 1, 'deactivated': 1, 'dear': 1, 'department': 1, 'details': 1, 'email': 1, 'followed': 1, 'http': 1, 'id': 1, 'immediately': 1, 'improve': 1, 'inconvenience': 1, 'instructions': 1, 'link': 1, 'netbank': 2, 'online': 1, 'performing': 1, 'procedure': 1, 'quality': 1, 'renewed': 1, 'scheduled': 1, 'sent': 1, 'service': 1, 'services': 1, 'software': 1, 'suspended': 1, 'technical': 2, 'temporary': 1, 'thank': 1, 'upgrade': 1, 'user': 1, 'user5498': 1, 'www3': 1}",None,1
alerts@barclays.co.uk,Urgent Barclays security message,None,None,1
PayPal Security <security@paypal.com>,Warning Notification,None,None,1
Chase Online <service@chase.server1.com>,Alert: Account Locked! ,None,None,1
"""service@paypal.com"" <service@paypal.com>",Your account access has been limited!,None,None,1
"""eBay Inc."" <admin@eBay.com>",Password change required!,None,None,1
FIFTH THIRD BANK 2006 <supprefnum0618306915969id@53.com>,Fifth Third Bank: Urgent Security Notice For CIient,None,None,1
Bank Of America <onlinebanking@alert.bankofamerica.com>,Important Message about Bank Of America Message Center,None,None,1
Visa customersupport <customersupport@visa.com>,Visa Card Account Security Measures,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
alerts@barclays.co.uk,Urgent Barclays security message,None,None,1
